Maker, Genmodel, Genmodel_ID,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,repair_date
Bentley,Bentayga,10_3,2018,3,Black,2017.0,SUV,2782,4.0L,Automatic,Diesel,142850.0,7.0,5.0,Electrical Issue,2,20,2018-03-20,3,315.7,1.5,2018-03-20
Bentley,Bentayga,10_3,2018,7,Grey,2018.0,Estate,998,4.0L,Semi-Automatic,Petrol,149950.0,20.0,5.0,Electrical Issue,1,24,2018-07-24,3,269.95000000000005,6.0,2018-07-25
Bentley,Bentayga,10_3,2018,7,Blue,2018.0,SUV,3000,4.0L,Automatic,Diesel,167750.0,5.0,5.0,Tyre Alignment,0,27,2018-07-27,3,46.775000000000006,1.5,2018-07-27
Bentley,Bentayga,10_3,2018,8,Grey,2018.0,SUV,10,4.0L,Automatic,Petrol,174150.0,5.0,5.0,Windscreen Crack,0,9,2018-08-09,3,164.49,3.0,2018-08-09
Bentley,Bentayga,10_3,2018,7,Black,2018.0,SUV,3000,4.0L,Automatic,Petrol,155000.0,5.0,5.0,Gear Box Issue,0,21,2018-07-21,3,6171.722855847909,5383.904044306532,2022-03-27
Bentley,Bentayga,10_3,2018,8,Grey,2017.0,SUV,10500,4.0L,Automatic,Diesel,127000.0,5.0,5.0,Windscreen Crack,0,22,2018-08-22,3,136.2,3.0,2018-08-22
Bentley,Bentayga,10_3,2018,8,Silver,2016.0,SUV,25000,6.0L,Automatic,Petrol,112950.0,5.0,5.0,Alternator Failing,0,28,2018-08-28,3,2379.0,6.0,2018-08-29
Bentley,Bentayga,10_3,2018,6,Black,2016.0,SUV,32372,6.0L,Automatic,Petrol,119895.0,5.0,5.0,Starter Motor Issue,0,6,2018-06-06,3,1378.95,9.0,2018-06-08
Bentley,Bentayga,10_3,2018,4,Black,2018.0,SUV,3000,4.0L,Automatic,Diesel,144995.0,5.0,5.0,Tyre Alignment,0,23,2018-04-23,3,44.4995,1.5,2018-04-23
Bentley,Bentayga,10_3,2018,7,Gelb,2017.0,SUV,10040,4.0L,Automatic,Diesel,144990.0,5.0,5.0,Gear Box Issue,0,10,2018-07-10,3,1569.9,6.0,2018-07-11
Bentley,Bentayga,10_3,2018,3,Silver,2018.0,SUV,25,6.0L,Automatic,Petrol,172500.0,5.0,5.0,Warning Light,0,18,2018-03-18,3,2265.0,27.0,2018-03-24
Bentley,Bentayga,10_3,2018,7,Red,2017.0,SUV,13372,4.0L,Automatic,Diesel,134990.0,7.0,5.0,Windscreen Crack,0,1,2018-07-01,3,140.994,3.0,2018-07-01
Bentley,Bentayga,10_3,2018,6,Blue,2017.0,SUV,10951,4.0L,Automatic,Diesel,134950.0,5.0,5.0,Transmission Issue,3,9,2018-06-09,3,1694.55,24.0,2018-06-15
Bentley,Bentayga,10_3,2018,7,Grey,2016.0,SUV,22319,6.0L,Automatic,Petrol,120000.0,5.0,5.0,Excessive Emissions,0,19,2018-07-19,3,168.0,3.0,2018-07-19
Bentley,Bentayga,10_3,2018,6,Blue,2017.0,SUV,8148,4.0L,Automatic,Diesel,125000.0,10.0,0.0,Brake Pads Worn,0,7,2018-06-07,3,1089.3377208294855,6.0,2018-06-08
Bentley,Bentayga,10_3,2018,6,Grey,2018.0,SUV,582,4.0L,Automatic,Diesel,153000.0,5.0,5.0,Tyre Alignment,0,12,2018-06-12,3,45.3,1.5,2018-06-12
Bentley,Bentayga,10_3,2018,4,Black,2018.0,SUV,930,4.0L,Automatic,Petrol,154450.0,5.0,5.0,Windscreen Crack,0,25,2018-04-25,3,152.67,3.0,2018-04-25
Bentley,Bentayga,10_3,2018,4,Blue,2018.0,SUV,1272,6.0L,Automatic,Petrol,164450.0,5.0,5.0,Electrical Issue,4,9,2018-04-09,3,613.35,6.0,2018-04-10
Bentley,Bentayga,10_3,2018,8,Blue,2017.0,SUV,2626,4.0L,Automatic,Diesel,139000.0,5.0,5.0,Flat Tyres,0,21,2018-08-21,3,101.69999999999999,3.0,2018-08-21
Bentley,Bentayga,10_3,2018,6,Gelb,2018.0,SUV,170,4.0L,Automatic,Diesel,199995.0,5.0,5.0,Windscreen Crack,0,9,2018-06-09,3,179.99699999999999,3.0,2018-06-09
Bentley,Bentayga,10_3,2018,6,Black,2018.0,SUV,90,4.0L,Automatic,Petrol,219950.0,5.0,5.0,Electrical Issue,1,19,2018-06-19,3,339.95000000000005,6.0,2018-06-20
Bentley,Bentayga,10_3,2018,6,Black,2016.0,SUV,6606,6.0L,Automatic,Petrol,134295.0,5.0,5.0,Electrical Issue,2,13,2018-06-13,3,298.59000000000003,1.5,2018-06-13
Bentley,Bentayga,10_3,2018,8,Silver,2018.0,SUV,10,4.0L,Automatic,Petrol,192745.0,5.0,5.0,Brake Pads Worn,0,19,2018-08-19,3,216.3725,6.0,2018-08-20
Bentley,Bentayga,10_3,2018,4,Red,2018.0,SUV,4199,4.0L,Automatic,Diesel,149950.0,5.0,5.0,Electrical Issue,5,11,2018-04-11,3,329.95000000000005,9.0,2018-04-13
Bentley,Bentayga,10_3,2018,6,Grey,2018.0,SUV,60,4.0L,Automatic,Petrol,224950.0,5.0,5.0,Transmission Issue,2,3,2018-06-03,3,7047.502285209581,6944.9421173260525,2023-03-05
Bentley,Bentayga,10_3,2018,5,Black,2018.0,SUV,857,4.0L,Automatic,Petrol,150950.0,5.0,5.0,Sensor Malfunction,0,25,2018-05-25,3,7727.5,9.0,2018-05-27
Bentley,Bentayga,10_3,2020,12,Black,2019.0,SUV,25300,4.0L,Automatic,Petrol,122995.0,5.0,5.0,Sensor Malfunction,0,20,2020-12-20,3,6329.75,9.0,2020-12-22
Bentley,Bentayga,10_3,2021,4,Grey,2019.0,SUV,18175,4.0L,Automatic,Petrol,129895.0,5.0,5.0,Electrical Issue,4,24,2021-04-24,3,509.685,6.0,2021-04-25
Bentley,Bentayga,10_3,2021,1,Grey,2019.0,SUV,2000,3.0L,Automatic,Petrol Plug-in Hybrid,132500.0,5.0,5.0,Brake Pads Worn,0,15,2021-01-15,3,186.25,6.0,2021-01-16
Bentley,Bentayga,10_3,2021,3,Black,2019.0,SUV,15607,4.0L,Automatic,Petrol,129950.0,5.0,5.0,Alternator Failing,0,24,2021-03-24,3,2719.0,6.0,2021-03-25
Bentley,Bentayga,10_3,2021,4,Black,2019.0,SUV,15000,4.0L,Automatic,Petrol,130000.0,5.0,5.0,Windscreen Crack,0,2,2021-04-02,3,138.0,3.0,2021-04-02
Bentley,Bentayga,10_3,2021,5,Black,2019.0,SUV,6870,4.0L,Automatic,Petrol,162500.0,5.0,5.0,Transmission Issue,1,28,2021-05-28,3,727.5,12.0,2021-05-31
Bentley,Bentayga,10_3,2021,5,Blue,2019.0,SUV,20150,4.0L,Automatic,Petrol,122977.0,5.0,5.0,Alternator Failing,0,19,2021-05-19,3,2579.54,6.0,2021-05-20
Bentley,Bentayga,10_3,2021,5,Silver,2019.0,SUV,12423,4.0L,Automatic,Petrol,119850.0,5.0,5.0,Tyre Alignment,0,25,2021-05-25,3,41.985,1.5,2021-05-25
Bentley,Bentayga,10_3,2021,5,Black,2019.0,SUV,19863,4.0L,Automatic,Petrol,125000.0,5.0,5.0,Sensor Malfunction,0,3,2021-05-03,3,36064.12782680739,9.0,2021-05-05
Bentley,Bentayga,10_3,2021,5,Black,2019.0,SUV,12498,4.0L,Automatic,Petrol,125000.0,5.0,5.0,Brake Pads Worn,0,20,2021-05-20,3,182.5,6.0,2021-05-21
Bentley,Bentayga,10_3,2021,5,Black,2019.0,SUV,23019,4.0L,Automatic,Petrol,139000.0,5.0,5.0,Warning Light,0,15,2021-05-15,3,1930.0,27.0,2021-05-21
Bentley,Bentayga,10_3,2021,5,Blue,2019.0,SUV,4825,4.0L,Automatic,Petrol,140000.0,5.0,5.0,Starter Motor Issue,0,28,2021-05-28,3,1580.0,9.0,2021-05-30
Bentley,Bentayga,10_3,2021,6,Grey,2019.0,SUV,25500,4.0L,Automatic,Petrol,130000.0,5.0,5.0,Windscreen Crack,0,24,2021-06-24,3,138.0,3.0,2021-06-24
Bentley,Brooklands,10_4,2017,5,Silver,2008.0,Coupe,20000,6.75L,Automatic,Petrol,124999.0,4.0,2.0,Alternator Failing,0,13,2017-05-13,3,2619.98,6.0,2017-05-14
Bentley,Brooklands,10_4,2017,8,Blue,2008.0,Coupe,12264,6.75L,Automatic,Petrol,136950.0,4.0,2.0,Excessive Emissions,0,20,2017-08-20,3,183.255,3.0,2017-08-20
Bentley,Brooklands,10_4,2017,11,Grey,2008.0,Coupe,58423,6.75L,Automatic,Petrol,94950.0,4.0,2.0,Sensor Malfunction,0,26,2017-11-26,3,4927.5,9.0,2017-11-28
Bentley,Brooklands,10_4,2017,11,Blue,1995.0,Saloon,98286,6.8L,Automatic,Petrol,11000.0,19.0,4.0,Excessive Emissions,0,26,2017-11-26,3,69.9,3.0,2017-11-26
Bentley,Brooklands,10_4,2016,12,Green,1995.0,Saloon,95000,6.8L,Automatic,Petrol,10495.0,16.0,4.0,Warning Light,0,4,2016-12-04,3,644.95,27.0,2016-12-10
Bentley,Brooklands,10_4,2017,5,Silver,1995.0,Saloon,78000,6.8L,Automatic,Petrol,13975.0,16.0,4.0,Engine Issue,4,7,2017-05-07,3,4294.439909260159,3934.1066206533237,2020-01-15
Bentley,Continental,10_5,2018,8,Grey,2018.0,Convertible,2700,4.0L,Automatic,Petrol,170000.0,4.0,2.0,Transmission Issue,2,14,2018-08-14,3,1370.0,9.0,2018-08-16
Bentley,Continental,10_5,2018,7,Black,2016.0,Convertible,10248,6.0L,Automatic,Petrol,119895.0,4.0,2.0,Flat Tyres,0,12,2018-07-12,3,95.9685,3.0,2018-07-12
Bentley,Continental,10_5,2018,8,Grey,2008.0,Coupe,54125,6.0L,Automatic,Petrol,38500.0,4.0,2.0,Gear Box Issue,0,3,2018-08-03,3,505.0,6.0,2018-08-04
Bentley,Continental,10_5,2018,2,White,2014.0,Coupe,15847,6.0L,Automatic,Petrol,82950.0,4.0,2.0,Warning Light,0,8,2018-02-08,3,1369.5,27.0,2018-02-14
Bentley,Continental,10_5,2017,9,Grey,2011.0,Coupe,22045,6.0L,Automatic,Petrol,57950.0,4.0,2.0,Steering Wheel Shaking,0,9,2017-09-09,3,117.95,3.0,2017-09-09
Bentley,Continental,10_5,2017,7,Grey,2012.0,Convertible,20000,6.0L,Automatic,Petrol,74990.0,4.0,2.0,Tyre Alignment,0,12,2017-07-12,3,37.499,1.5,2017-07-12
Bentley,Continental,10_5,2018,7,Gelb,2018.0,Convertible,3000,4.0L,Automatic,Petrol,155000.0,11.0,2.0,Steering Wheel Shaking,0,10,2018-07-10,3,215.0,3.0,2018-07-10
Bentley,Continental,10_5,2018,4,Black,2008.0,Coupe,47899,6.0L,Automatic,Petrol,36925.0,4.0,2.0,Gear Box Issue,0,7,2018-04-07,3,489.25,6.0,2018-04-08
Bentley,Continental,10_5,2018,7,Black,2004.0,Coupe,59430,6.0L,Automatic,Petrol,25950.0,4.0,2.0,Warning Light,0,1,2018-07-01,3,799.5,27.0,2018-07-07
Bentley,Continental,10_5,2018,3,Grey,2014.0,Coupe,16000,4.0L,Automatic,Petrol,84950.0,4.0,2.0,Excessive Emissions,0,15,2018-03-15,3,755.0936122510477,3.0,2018-03-15
Bentley,Continental,10_5,2018,7,Black,2013.0,Coupe,21992,4.0L,Automatic,Petrol,77950.0,4.0,2.0,Steering Wheel Shaking,0,20,2018-07-20,3,137.95,3.0,2018-07-20
Bentley,Continental,10_5,2018,1,Black,2013.0,Convertible,38700,4.0L,Automatic,Petrol,99889.0,4.0,2.0,Excessive Emissions,0,18,2018-01-18,3,149.9001,3.0,2018-01-18
Bentley,Continental,10_5,2018,6,Blue,2017.0,Coupe,3650,4.0L,Automatic,Petrol,118000.0,4.0,2.0,Sensor Malfunction,0,10,2018-06-10,3,6080.0,9.0,2018-06-12
Bentley,Continental,10_5,2018,7,White,2013.0,Coupe,39000,4.0L,Automatic,Petrol,65990.0,4.0,2.0,Tyre Alignment,0,15,2018-07-15,3,36.599000000000004,1.5,2018-07-15
Bentley,Continental,10_5,2017,2,Silver,2005.0,Coupe,72000,6.0L,Automatic,Petrol,25991.0,4.0,2.0,Alternator Failing,0,20,2017-02-20,3,639.82,6.0,2017-02-21
Bentley,Continental,10_5,2018,5,Silver,2009.0,Convertible,27500,6.0L,Automatic,Petrol,49995.0,4.0,2.0,Transmission Issue,3,1,2018-05-01,3,929.9549999999999,24.0,2018-05-07
Bentley,Continental,10_5,2018,5,Blue,2004.0,Coupe,49000,6.0L,Automatic,Petrol,24950.0,4.0,2.0,Sensor Malfunction,0,17,2018-05-17,3,1427.5,9.0,2018-05-19
Bentley,Continental,10_5,2018,5,Silver,2004.0,Coupe,66000,6.0L,Automatic,Petrol,22989.0,4.0,2.0,Transmission Issue,3,2,2018-05-02,3,686.901,24.0,2018-05-08
Bentley,Continental,10_5,2018,2,Green,2004.0,Coupe,27500,6.0L,Automatic,Petrol,31000.0,4.0,2.0,Warning Light,0,11,2018-02-11,3,850.0,27.0,2018-02-17
Bentley,Continental,10_5,2017,8,Black,2018.0,Coupe,100,4.0L,Automatic,Petrol,179950.0,4.0,2.0,Alternator Failing,0,2,2017-08-02,3,15176.81867835596,12564.650603874441,2026-03-09
Bentley,Continental,10_5,2017,8,Blue,2011.0,Convertible,64000,6.0L,Automatic,Petrol,57989.0,4.0,2.0,Warning Light,0,20,2017-08-20,3,1119.8899999999999,27.0,2017-08-26
Bentley,Continental,10_5,2018,7,White,2016.0,Coupe,10730,4.0L,Automatic,Petrol,104950.0,4.0,2.0,Gear Box Issue,0,22,2018-07-22,3,1169.5,6.0,2018-07-23
Bentley,Continental,10_5,2018,2,Silver,2004.0,Coupe,18000,6.0L,Automatic,Petrol,31500.0,4.0,2.0,Excessive Emissions,0,28,2018-02-28,3,88.35,3.0,2018-02-28
Bentley,Continental,10_5,2018,4,Blue,2004.0,Coupe,47000,6.0L,Automatic,Petrol,27950.0,4.0,2.0,Steering Wheel Shaking,0,3,2018-04-03,3,87.95,3.0,2018-04-03
Bentley,Continental,10_5,2018,4,Grey,2013.0,Coupe,17806,4.0L,Automatic,Petrol,77975.0,4.0,2.0,Transmission Issue,2,10,2018-04-10,3,725.825,9.0,2018-04-12
Bentley,Continental,10_5,2018,8,Grey,2011.0,Convertible,33490,6.0L,Automatic,Petrol,69000.0,4.0,3.0,Tyre Alignment,0,15,2018-08-15,3,36.9,1.5,2018-08-15
Bentley,Continental,10_5,2018,1,Gelb,2004.0,Coupe,60538,6.0L,Automatic,Petrol,23995.0,4.0,2.0,Brake Pads Worn,0,6,2018-01-06,3,131.9975,6.0,2018-01-07
Bentley,Continental,10_5,2018,7,Red,2014.0,Convertible,23395,6.0L,Automatic,Petrol,89950.0,4.0,2.0,Gear Box Issue,0,6,2018-07-06,3,1019.5,6.0,2018-07-07
Bentley,Continental,10_5,2018,8,Black,2015.0,Convertible,31000,4.0L,Automatic,Petrol,100000.0,4.0,2.0,Sensor Malfunction,0,15,2018-08-15,3,5180.0,9.0,2018-08-17
Bentley,Continental,10_5,2017,11,Silver,2010.0,Coupe,20300,6.0L,Automatic,Petrol,51421.0,4.0,2.0,Windscreen Crack,0,9,2017-11-09,3,301.3173366293897,3.0,2017-11-09
Bentley,Continental,10_5,2018,7,White,2005.0,Saloon,35000,6.0L,Automatic,Petrol,26000.0,5.0,4.0,Starter Motor Issue,0,17,2018-07-17,3,440.0,9.0,2018-07-19
Bentley,Continental,10_5,2018,8,Black,2012.0,Coupe,61000,6.0L,Automatic,Petrol,52995.0,4.0,2.0,Tyre Alignment,0,9,2018-08-09,3,35.2995,1.5,2018-08-09
Bentley,Continental,10_5,2017,11,Black,2011.0,Convertible,49654,6.0L,Automatic,Petrol,59990.0,4.0,2.0,Radiator Leaking,0,27,2017-11-27,3,1319.8,6.0,2017-11-28
Bentley,Continental,10_5,2018,2,Black,2010.0,Convertible,30876,6.0L,Automatic,Petrol,68999.0,4.0,2.0,Transmission Issue,1,10,2018-02-10,3,446.997,12.0,2018-02-13
Bentley,Continental,10_5,2018,1,Black,2013.0,Coupe,12637,4.0L,Automatic,Petrol,76900.0,4.0,2.0,Sensor Malfunction,0,7,2018-01-07,3,4025.0,9.0,2018-01-09
Bentley,Continental,10_5,2017,9,Silver,2004.0,Coupe,64700,6.0L,Automatic,Petrol,25875.0,4.0,2.0,Steering Wheel Shaking,0,17,2017-09-17,3,85.875,3.0,2017-09-17
Bentley,Continental,10_5,2018,2,Blue,2009.0,Coupe,31000,6.0L,Automatic,Petrol,42950.0,4.0,2.0,Starter Motor Issue,0,22,2018-02-22,3,609.5,9.0,2018-02-24
Bentley,Continental,10_5,2018,8,Black,2010.0,Coupe,59000,6.0L,Automatic,Petrol,53988.0,11.0,2.0,Brake Pads Worn,0,5,2018-08-05,3,146.994,6.0,2018-08-06
Bentley,Continental,10_5,2018,3,Grey,2014.0,Convertible,18989,4.0L,Automatic,Petrol,93895.0,4.0,2.0,Radiator Leaking,0,23,2018-03-23,3,1997.9,6.0,2018-03-24
Bentley,Continental,10_5,2018,8,Grey,2018.0,Coupe,1000,6.0L,Automatic,Petrol,189975.0,4.0,2.0,Warning Light,0,12,2018-08-12,3,12834.321770354938,7876.851993515372,2024-01-02
Bentley,Continental,10_5,2017,12,Grey,2011.0,Coupe,32700,6.0L,Automatic,Petrol,57990.0,4.0,2.0,Transmission Issue,1,6,2017-12-06,3,413.97,12.0,2017-12-09
Bentley,Continental,10_5,2018,8,Black,2005.0,Coupe,78000,6.0L,Automatic,Petrol,22500.0,4.0,2.0,Flat Tyres,0,2,2018-08-02,3,66.75,3.0,2018-08-02
Bentley,Continental,10_5,2018,6,Grey,2016.0,Coupe,7242,4.0L,Automatic,Petrol,107895.0,4.0,2.0,Electrical Issue,5,12,2018-06-12,3,287.895,9.0,2018-06-14
Bentley,Continental,10_5,2018,1,White,2005.0,Coupe,80700,6.0L,Automatic,Petrol,19795.0,4.0,2.0,Radiator Leaking,0,11,2018-01-11,3,515.9000000000001,6.0,2018-01-12
Bentley,Continental,10_5,2018,2,Silver,2011.0,Coupe,44000,6.0L,Automatic,Petrol,54995.0,4.0,2.0,Starter Motor Issue,0,11,2018-02-11,3,729.95,9.0,2018-02-13
Bentley,Continental,10_5,2018,4,Silver,2011.0,Coupe,23000,6.0L,Automatic,Petrol,57989.0,4.0,2.0,Electrical Issue,5,26,2018-04-26,3,237.989,9.0,2018-04-28
Bentley,Continental,10_5,2017,10,Blue,2004.0,Coupe,52000,6.0L,Automatic,Petrol,24950.0,4.0,2.0,Windscreen Crack,0,28,2017-10-28,3,74.97,3.0,2017-10-28
Bentley,Continental,10_5,2017,3,Black,2008.0,Coupe,93000,6.0L,Automatic,Petrol,29995.0,4.0,2.0,Gear Box Issue,0,11,2017-03-11,3,419.95,6.0,2017-03-12
Bentley,Continental,10_5,2018,1,Blue,2004.0,Coupe,49972,6.0L,Automatic,Petrol,23975.0,4.0,2.0,Gear Box Issue,0,7,2018-01-07,3,359.75,6.0,2018-01-08
Bentley,Continental,10_5,2018,7,Blue,2014.0,Convertible,21788,6.0L,Automatic,Petrol,97000.0,4.0,2.0,Warning Light,0,4,2018-07-04,3,7216.49734485643,27.0,2018-07-10
Bentley,Continental,10_5,2018,8,Silver,2009.0,Coupe,43900,6.0L,Automatic,Petrol,39695.0,4.0,2.0,Gear Box Issue,0,4,2018-08-04,3,516.95,6.0,2018-08-05
Bentley,Continental,10_5,2017,3,Blue,2012.0,Convertible,25000,6.0L,Automatic,Petrol,77995.0,4.0,2.0,Sensor Malfunction,0,4,2017-03-04,3,4079.75,9.0,2017-03-06
Bentley,Continental,10_5,2017,3,White,2005.0,Saloon,114000,6.0L,Automatic,Petrol,20989.0,4.0,4.0,Transmission Issue,3,26,2017-03-26,3,668.901,24.0,2017-04-01
Bentley,Continental,10_5,2018,3,Blue,2005.0,Saloon,80000,6.0L,Automatic,Petrol,19950.0,4.0,4.0,Sensor Malfunction,0,16,2018-03-16,3,1177.5,9.0,2018-03-18
Bentley,Continental,10_5,2018,7,Black,2016.0,Convertible,9517,6.0L,Automatic,Petrol,124995.0,4.0,2.0,Warning Light,0,24,2018-07-24,3,1789.95,27.0,2018-07-30
Bentley,Continental,10_5,2018,7,White,2011.0,Convertible,19000,6.0L,Automatic,Petrol,77990.0,4.0,2.0,Starter Motor Issue,0,24,2018-07-24,3,959.9,9.0,2018-07-26
Bentley,Continental,10_5,2018,7,Black,2010.0,Convertible,38000,6.0L,Automatic,Petrol,49991.0,4.0,2.0,Excessive Emissions,0,9,2018-07-09,3,104.9919,3.0,2018-07-09
Bentley,Continental,10_5,2018,4,White,2014.0,Convertible,14300,4.0L,Automatic,Petrol,88950.0,4.0,2.0,Starter Motor Issue,0,7,2018-04-07,3,1069.5,9.0,2018-04-09
Bentley,Continental,10_5,2018,3,Grey,2009.0,Coupe,50500,6.0L,Automatic,Petrol,42995.0,4.0,2.0,Sensor Malfunction,0,25,2018-03-25,3,2329.75,9.0,2018-03-27
Bentley,Continental,10_5,2018,1,Black,2009.0,Convertible,42000,6.0L,Automatic,Petrol,45000.0,4.0,2.0,Excessive Emissions,0,11,2018-01-11,3,504.82108909876143,314.0998999522935,2018-03-30
Bentley,Continental,10_5,2018,5,Blue,2008.0,Convertible,40386,6.0L,Automatic,Petrol,55000.0,4.0,2.0,Starter Motor Issue,0,25,2018-05-25,3,730.0,9.0,2018-05-27
Bentley,Continental,10_5,2017,10,White,2013.0,Convertible,21000,4.0L,Automatic,Petrol,72989.0,4.0,2.0,Transmission Issue,1,23,2017-10-23,3,458.967,12.0,2017-10-26
Bentley,Continental,10_5,2018,4,Black,2014.0,Convertible,14900,6.0L,Automatic,Petrol,89995.0,4.0,2.0,Steering Wheel Shaking,0,7,2018-04-07,3,149.995,3.0,2018-04-07
Bentley,Continental,10_5,2018,4,Blue,2004.0,Coupe,110000,6.0L,Automatic,Petrol,19750.0,4.0,2.0,Warning Light,0,22,2018-04-22,3,737.5,27.0,2018-04-28
Bentley,Continental,10_5,2018,4,Black,2010.0,Convertible,12154,6.0L,Automatic,Petrol,79950.0,4.0,2.0,Transmission Issue,2,12,2018-04-12,3,739.65,9.0,2018-04-14
Bentley,Continental,10_5,2018,5,Silver,2012.0,Coupe,45975,6.0L,Automatic,Petrol,58995.0,4.0,2.0,Radiator Leaking,0,22,2018-05-22,3,1299.9,6.0,2018-05-23
Bentley,Continental,10_5,2018,8,Brown,2012.0,Coupe,22000,6.0L,Automatic,Petrol,63948.0,4.0,2.0,Transmission Issue,1,23,2018-08-23,3,431.844,12.0,2018-08-26
Bentley,Continental,10_5,2018,6,Red,2016.0,Convertible,8990,4.0L,Automatic,Petrol,112950.0,4.0,2.0,Tyre Alignment,0,14,2018-06-14,3,41.295,1.5,2018-06-14
Bentley,Continental,10_5,2018,3,Gelb,2005.0,Coupe,74555,6.0L,Automatic,Petrol,20925.0,4.0,2.0,Steering Wheel Shaking,0,28,2018-03-28,3,80.925,3.0,2018-03-28
Bentley,Continental,10_5,2018,8,Black,2011.0,Convertible,36500,6.0L,Automatic,Petrol,64000.0,4.0,2.0,Brake Pads Worn,0,21,2018-08-21,3,577.0242864675862,6.0,2018-08-22
Bentley,Continental,10_5,2017,10,Silver,2008.0,Convertible,34000,6.0L,Automatic,Petrol,46000.0,4.0,2.0,Transmission Issue,3,2,2017-10-02,3,894.0,24.0,2017-10-08
Bentley,Continental,10_5,2018,8,Black,2015.0,Coupe,35000,6.0L,Automatic,Petrol,79995.0,4.0,2.0,Sensor Malfunction,0,4,2018-08-04,3,4179.75,9.0,2018-08-06
Bentley,Continental,10_5,2018,6,Black,2016.0,Coupe,1466,6.0L,Semi-Automatic,Petrol,129950.0,10.0,2.0,Transmission Issue,3,5,2018-06-05,3,1649.55,24.0,2018-06-11
Bentley,Continental,10_5,2018,4,Blue,2008.0,Convertible,28263,6.0L,Automatic,Petrol,46990.0,4.0,2.0,Flat Tyres,0,12,2018-04-12,3,74.097,3.0,2018-04-12
Bentley,Continental,10_5,2018,6,Black,2016.0,Convertible,9374,6.0L,Automatic,Petrol,122450.0,4.0,2.0,Transmission Issue,2,24,2018-06-24,3,1037.15,9.0,2018-06-26
Bentley,Continental,10_5,2018,8,Silver,2005.0,Coupe,65000,6.0L,Automatic,Petrol,24550.0,4.0,2.0,Gear Box Issue,0,6,2018-08-06,3,365.5,6.0,2018-08-07
Bentley,Continental,10_5,2018,3,Black,2008.0,Coupe,79600,6.0L,Automatic,Petrol,31995.0,4.0,2.0,Steering Wheel Shaking,0,22,2018-03-22,3,91.995,3.0,2018-03-22
Bentley,Continental,10_5,2018,4,Grey,2011.0,Coupe,29437,6.0L,Automatic,Petrol,58950.0,4.0,2.0,Gear Box Issue,0,7,2018-04-07,3,709.5,6.0,2018-04-08
Bentley,Continental,10_5,2018,8,Blue,2004.0,Coupe,64653,6.0L,Automatic,Petrol,24999.0,4.0,2.0,Radiator Leaking,0,14,2018-08-14,3,619.98,6.0,2018-08-15
Bentley,Continental,10_5,2018,7,Black,2013.0,Convertible,11000,4.0L,Automatic,Petrol,81980.0,4.0,2.0,Flat Tyres,0,6,2018-07-06,3,328.5390362763995,330.27939709844867,2018-09-26
Bentley,Continental,10_5,2017,12,White,2004.0,Coupe,49416,6.0L,Automatic,Petrol,24495.0,4.0,2.0,Flat Tyres,0,24,2017-12-24,3,67.3485,3.0,2017-12-24
Bentley,Continental,10_5,2018,8,Grey,2008.0,Coupe,58600,6.0L,Automatic,Petrol,37490.0,4.0,2.0,Starter Motor Issue,0,4,2018-08-04,3,554.9000000000001,9.0,2018-08-06
Bentley,Continental,10_5,2018,1,Grey,2012.0,Coupe,23125,4.0L,Automatic,Petrol,68890.0,4.0,2.0,Excessive Emissions,0,5,2018-01-05,3,122.001,3.0,2018-01-05
Bentley,Continental,10_5,2018,6,Black,2017.0,Coupe,5000,4.0L,Automatic,Petrol,119948.0,4.0,2.0,Sensor Malfunction,0,8,2018-06-08,3,6177.400000000001,9.0,2018-06-10
Bentley,Continental,10_5,2018,7,Black,2005.0,Coupe,73360,6.0L,Automatic,Petrol,23905.0,4.0,2.0,Windscreen Crack,0,16,2018-07-16,3,74.343,3.0,2018-07-16
Bentley,Continental,10_5,2018,3,Black,2005.0,Coupe,105000,6.0L,Automatic,Petrol,20950.0,10.0,0.0,Starter Motor Issue,0,9,2018-03-09,3,389.5,9.0,2018-03-11
Bentley,Continental,10_5,2017,12,Silver,2005.0,Coupe,59987,6.0L,Automatic,Petrol,39950.0,4.0,2.0,Flat Tyres,0,8,2017-12-08,3,71.985,3.0,2017-12-08
Bentley,Continental,10_5,2018,6,Silver,2004.0,Coupe,100000,6.0L,Automatic,Petrol,23995.0,4.0,2.0,Flat Tyres,0,20,2018-06-20,3,67.1985,3.0,2018-06-20
Bentley,Continental,10_5,2018,8,Silver,2011.0,Coupe,9500,6.0L,Automatic,Petrol,57500.0,4.0,2.0,Radiator Leaking,0,1,2018-08-01,3,1270.0,6.0,2018-08-02
Bentley,Continental,10_5,2018,6,Silver,2008.0,Coupe,49600,6.0L,Automatic,Petrol,39950.0,4.0,2.0,Gear Box Issue,0,16,2018-06-16,3,1708.566795192259,6.0,2018-06-17
Bentley,Continental,10_5,2018,8,Maroon,2010.0,Saloon,28000,6.0L,Automatic,Petrol,43750.0,4.0,4.0,Transmission Issue,2,20,2018-08-20,3,486.25,9.0,2018-08-22
Bentley,Continental,10_5,2018,3,Silver,2005.0,Coupe,45786,6.0L,Automatic,Petrol,24990.0,5.0,2.0,Gear Box Issue,0,14,2018-03-14,3,369.9,6.0,2018-03-15
